cipName,cipCode,codeFamily,my_cat1,my_cat2
History and Philosophy of Science and Te,45.0804,45,Social Science,Social Sciences
Public / Applied History and Archival Ad,45.0805,45,Social Science,Social Sciences
"History, Other",45.0899,45,Social Science,Social Sciences
International Relations and Affairs,45.0901,45,Social Science,Social Sciences
National Security Policy Studies,45.0902,45,Social Science,Social Sciences
"International Relations and National Security Studies, Other",45.0999,45,Social Science,Social Sciences
"Political Science and Government, General",45.1001,45,Social Science,Social Sciences
American Government and Politics (United States,45.1002,45,Social Science,Social Sciences
Canadian Government and Politics,45.1003,45,Social Science,Social Sciences
Political Economy,45.1004,45,Social Science,Social Sciences
"Political Science and Government, Other",45.1099,45,Social Science,Social Sciences
Sociology,45.1101,45,Social Science,Social Sciences
Urban Studies/Affairs,45.1201,45,Social Science,Social Sciences
Sociology and Anthropology,45.1301,45,Social Science,Social Sciences
Rural Sociology,45.1401,45,Social Science,Social Sciences
"Social Sciences, Other",45.9999,45,Social Science,Social Sciences
"Construction Trades, General",46,46,Construction Trades,Trades and Technicians
Mason/Masonry,46.0101,46,Construction Trades,Trades and Technicians
"Brickmasonry, Block and Stone",46.0102,46,Construction Trades,Trades and Technicians
Mason and Tile Setter,46.0103,46,Construction Trades,Trades and Technicians
"Brickmasonry, Stonemasonry, and Tile Setting, Other",46.0199,46,Construction Trades,Trades and Technicians
Carpentry/Carpenter,46.0201,46,Construction Trades,Trades and Technicians
"Electrical and Power Transmission Installation/Installer, General",46.0301,46,Construction Trades,Trades and Technicians
Electrician,46.0302,46,Construction Trades,Trades and Technicians
Lineworker,46.0303,46,Construction Trades,Trades and Technicians
"Electrical and Power Transmission Installers, Other",46.0399,46,Construction Trades,Trades and Technicians
Building/Property Maintenance,46.0401,46,Construction Trades,Trades and Technicians
Concrete Finishing/Concrete Finisher,46.0402,46,Construction Trades,Trades and Technicians
Building/Home/Construction Inspection/Inspector,46.0403,46,Construction Trades,Trades and Technicians
Drywall Installation/Drywaller,46.0404,46,Construction Trades,Trades and Technicians
Floor Covering Installation,46.0405,46,Construction Trades,Trades and Technicians
Glazier,46.0406,46,Construction Trades,Trades and Technicians
Insulation Installation,46.0407,46,Construction Trades,Trades and Technicians
Painting/Painter and Wall Coverer,46.0408,46,Construction Trades,Trades and Technicians
Plastering,46.0409,46,Construction Trades,Trades and Technicians
Roofer,46.041,46,Construction Trades,Trades and Technicians
Metal Building Assembly/Assembler,46.0411,46,Construction Trades,Trades and Technicians
Building/Construction Site Management/Manager,46.0412,46,Construction Trades,Trades and Technicians
"Carpet, Floor, and Tile Worker",46.0413,46,Construction Trades,Trades and Technicians
Insulator,46.0414,46,Construction Trades,Trades and Technicians
Building Construction Technology,46.0415,46,Construction Trades,Trades and Technicians
"Building/Construction Finishing, Management, and Inspection, Other",46.0499,46,Construction Trades,Trades and Technicians
Plumber and Pipefitter,46.0501,46,Construction Trades,Trades and Technicians
Pipefitting/Pipefitter and Sprinkler Fitter,46.0502,46,Construction Trades,Trades and Technicians
Plumbing Technology/Plumber,46.0503,46,Construction Trades,Trades and Technicians
Well Drilling/Driller,46.0504,46,Construction Trades,Trades and Technicians
Blasting/Blaster,46.0505,46,Construction Trades,Trades and Technicians
"Plumbing and Related Water Supply Services, Other",46.0599,46,Construction Trades,Trades and Technicians
"Construction Trades, Other",46.9999,46,Construction Trades,Trades and Technicians
"Mechanics and Repairers, General",47,47,Mechanics and Repairers,Trades and Technicians
"Electrical/Electronics Equipment Installation and Repair, General",47.0101,47,Mechanics and Repairers,Trades and Technicians
Business Machine Repair,47.0102,47,Mechanics and Repairers,Trades and Technicians
Communications Systems Installation and Repair Technology,47.0103,47,Mechanics and Repairers,Trades and Technicians
Computer Installation and Repair Technology/Technician,47.0104,47,Mechanics and Repairers,Trades and Technicians
Industrial Electronics Technology/Technician,47.0105,47,Mechanics and Repairers,Trades and Technicians
Appliance Installation and Repair Technology/Technician,47.0106,47,Mechanics and Repairers,Trades and Technicians
Motor Repair,47.0107,47,Mechanics and Repairers,Trades and Technicians
Small Appliance Repair,47.0108,47,Mechanics and Repairers,Trades and Technicians
"Electrical and Electronics Equipment Installer and Repairer, General",47.0109,47,Mechanics and Repairers,Trades and Technicians
"Security System Installation, Repair, and Inspection Technology/Technician",47.011,47,Mechanics and Repairers,Trades and Technicians
"Electrical/Electronics Maintenance and Repair Technology, Other",47.0199,47,Mechanics and Repairers,Trades and Technicians
"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/",47.0201,47,Mechanics and Repairers,Trades and Technicians
Cooling and Refrigeration,47.0202,47,Mechanics and Repairers,Trades and Technicians
Heating and Air Conditioning,47.0203,47,Mechanics and Repairers,Trades and Technicians
"Heat Airconditioning and Refrigeration Mechanic and Repairer, Other",47.0299,47,Mechanics and Repairers,Trades and Technicians
"Industrial Equip. Main. and Repairers, General",47.0301,47,Mechanics and Repairers,Trades and Technicians
Heavy Equipment Maintenance Technology/Technician,47.0302,47,Mechanics and Repairers,Trades and Technicians
Industrial Mechanics and Maintenance Technology,47.0303,47,Mechanics and Repairers,Trades and Technicians
Mine Equip Main and Repair,47.0304,47,Mechanics and Repairers,Trades and Technicians
"Industrial Equipment Maintenance and Repairers, Other",47.0305,47,Mechanics and Repairers,Trades and Technicians
"Heavy/Industrial Equipment Maintenance Technologies, Other",47.0399,47,Mechanics and Repairers,Trades and Technicians
Instrument Calibration and Repairer,47.0401,47,Mechanics and Repairers,Trades and Technicians
Gunsmithing/Gunsmith,47.0402,47,Mechanics and Repairers,Trades and Technicians
Locksmithing and Safe Repair,47.0403,47,Mechanics and Repairers,Trades and Technicians
Musical Instrument Fabrication and Repair,47.0404,47,Mechanics and Repairers,Trades and Technicians
"Miscellaneous Mechanics and repairers, Other",47.0405,47,Mechanics and Repairers,Trades and Technicians
Watchmaking and Jewelrymaking,47.0408,47,Mechanics and Repairers,Trades and Technicians
Parts and Warehousing Operations and Maintenance Technology/Technician,47.0409,47,Mechanics and Repairers,Trades and Technicians
"Precision Systems Maintenance and Repair Technologies, Other",47.0499,47,Mechanics and Repairers,Trades and Technicians
Stationary Energy Sources Installer/Operator,47.0501,47,Mechanics and Repairers,Trades and Technicians
Conventional Elec Power General,47.0502,47,Mechanics and Repairers,Trades and Technicians
Pumping Plants,47.0504,47,Mechanics and Repairers,Trades and Technicians
"Stationary Energ Sources, Other",47.0599,47,Mechanics and Repairers,Trades and Technicians
"Vehicle Maintenance and Repair Technologies, General",47.06,47,Mechanics and Repairers,Trades and Technicians
"Vehicle and Mobile Equipment Mechanics and Repairers, General",47.0601,47,Mechanics and Repairers,Trades and Technicians
Aircraft Mechanics,47.0602,47,Mechanics and Repairers,Trades and Technicians
Autobody/Collision and Repair Technology/Technician,47.0603,47,Mechanics and Repairers,Trades and Technicians
Automobile/Automotive Mechanics Technology/Technician,47.0604,47,Mechanics and Repairers,Trades and Technicians
Diesel Mechanics Technology/Technician,47.0605,47,Mechanics and Repairers,Trades and Technicians
Small Engine Mechanics and Repair Technology/Technician,47.0606,47,Mechanics and Repairers,Trades and Technicians
Airframe Mechanics and Aircraft Maintenance Technology/Technician,47.0607,47,Mechanics and Repairers,Trades and Technicians
Aircraft Powerplant Technology/Technician,47.0608,47,Mechanics and Repairers,Trades and Technicians
Avionics Maintenance Technology/Technician,47.0609,47,Mechanics and Repairers,Trades and Technicians
Bicycle Mechanics and Repair Technology/Technician,47.061,47,Mechanics and Repairers,Trades and Technicians
Motorcycle Maintenance and Repair Technology/Technician,47.0611,47,Mechanics and Repairers,Trades and Technicians
Vehicle Emissions Inspection and Maintenance Technology/Technician,47.0612,47,Mechanics and Repairers,Trades and Technicians
Medium/Heavy Vehicle and Truck Technology/Technician,47.0613,47,Mechanics and Repairers,Trades and Technicians
Alternative Fuel Vehicle Technology/Technician,47.0614,47,Mechanics and Repairers,Trades and Technicians
Engine Machinist,47.0615,47,Mechanics and Repairers,Trades and Technicians
Marine Maintenance/Fitter and Ship Repair Technology/Technician,47.0616,47,Mechanics and Repairers,Trades and Technicians
High Performance and Custom Engine Technician/Mechanic,47.0617,47,Mechanics and Repairers,Trades and Technicians
Recreation Vehicle (RV) Service Technician,47.0618,47,Mechanics and Repairers,Trades and Technicians
"Vehicle Maintenance and Repair Technologies, Other",47.0699,47,Mechanics and Repairers,Trades and Technicians
"Mechanic and Repair Technologies/Technicians, Other",47.9999,47,Mechanics and Repairers,Trades and Technicians
"Precision Production Trades, General",48,48,Precision Production Trades,Trades and Technicians
"Drafting, General",48.0101,48,Precision Production Trades,Trades and Technicians
Architectural Drafting,48.0102,48,Precision Production Trades,Trades and Technicians
Civil/Structural Drafting,48.0103,48,Precision Production Trades,Trades and Technicians
Electrical/Electronics Drafting,48.0104,48,Precision Production Trades,Trades and Technicians
Mechanical Drafting,48.0105,48,Precision Production Trades,Trades and Technicians
"Drafting, Other",48.0199,48,Precision Production Trades,Trades and Technicians
"Graphic and Printing Equipment Operator, General",48.0201,48,Precision Production Trades,Trades and Technicians
Bookbinding,48.0202,48,Precision Production Trades,Trades and Technicians
Commercial Air,48.0203,48,Precision Production Trades,Trades and Technicians
Commercial Photography,48.0204,48,Precision Production Trades,Trades and Technicians
Mechanical Typesetter and Composer,48.0205,48,Precision Production Trades,Trades and Technicians
Lithographer and Platemaker,48.0206,48,Precision Production Trades,Trades and Technicians
Photographic Lab and Darkroom,48.0207,48,Precision Production Trades,Trades and Technicians
Silk Screen Making and Printing,48.0209,48,Precision Production Trades,Trades and Technicians
Photoengraving,48.021,48,Precision Production Trades,Trades and Technicians
Computer Typography and Composition Equi,48.0211,48,Precision Production Trades,Trades and Technicians
Desktop Publishing Equipment Operator,48.0212,48,Precision Production Trades,Trades and Technicians
"Graphic and Printing Equipment Operator, Other",48.0299,48,Precision Production Trades,Trades and Technicians
"Leatherworkers and Upholsterers, Other",48.0301,48,Precision Production Trades,Trades and Technicians
Saddlemaking and Repair,48.0302,48,Precision Production Trades,Trades and Technicians
Upholstery/Upholsterer,48.0303,48,Precision Production Trades,Trades and Technicians
"Shoe, Boot and Leather Repairer",48.0304,48,Precision Production Trades,Trades and Technicians
Precision Food Product. General,48.0401,48,Precision Production Trades,Trades and Technicians
Meatcutting,48.0402,48,Precision Production Trades,Trades and Technicians
Meatcutter,48.0403,48,Precision Production Trades,Trades and Technicians
Machine Tool Technology/Machinist,48.0501,48,Precision Production Trades,Trades and Technicians
"Precision Metal Workers, Other",48.0502,48,Precision Production Trades,Trades and Technicians
Machine Shop Technology/Assistant,48.0503,48,Precision Production Trades,Trades and Technicians
Metal Fabrication,48.0504,48,Precision Production Trades,Trades and Technicians
Metal Patternmaking,48.0505,48,Precision Production Trades,Trades and Technicians
Sheet Metal Technology/Sheetworking,48.0506,48,Precision Production Trades,Trades and Technicians
Tool and Die Technology/Technician,48.0507,48,Precision Production Trades,Trades and Technicians
Welding Technology/Welder,48.0508,48,Precision Production Trades,Trades and Technicians
Ironworking/Ironworker,48.0509,48,Precision Production Trades,Trades and Technicians
Computer Numerically Controlled (CNC,48.051,48,Precision Production Trades,Trades and Technicians
Metal Fabricator,48.0511,48,Precision Production Trades,Trades and Technicians
"Precision Metal Working, Other",48.0599,48,Precision Production Trades,Trades and Technicians
"Precision Production Trades, Other",48.0601,48,Precision Production Trades,Trades and Technicians
Jewelry Design Fab and Repair,48.0602,48,Precision Production Trades,Trades and Technicians
Plastics,48.0604,48,Precision Production Trades,Trades and Technicians
"Precision Worker, Assorted Materials, Other",48.0699,48,Precision Production Trades,Trades and Technicians
"Woodworking, General",48.0701,48,Precision Production Trades,Trades and Technicians
Furniture Design and Manufacturing,48.0702,48,Precision Production Trades,Trades and Technicians
Cabinetmaking and Millwork,48.0703,48,Precision Production Trades,Trades and Technicians
"Woodworking, Other",48.0799,48,Precision Production Trades,Trades and Technicians
Boilermaking/Boilermaker,48.0801,48,Precision Production Trades,Trades and Technicians
"Precision Production, Other",48.9999,48,Precision Production Trades,Trades and Technicians
"Aeronautics/Aviation/Aerospace Science and Technology, General",49.0101,49,Aeronautics and Aviation,Aviation
Airline/Commercial/Professional Pilot and Flight Crew,49.0102,49,Aeronautics and Aviation,Aviation
Aviation/Airway Management and Operations,49.0104,49,Aeronautics and Aviation,Aviation
Air Traffic Controller,49.0105,49,Aeronautics and Aviation,Aviation
Airline Flight Attendant,49.0106,49,Aeronautics and Aviation,Aviation
Aircraft Pilot (Private),49.0107,49,Aeronautics and Aviation,Aviation
Flight Instructor,49.0108,49,Aeronautics and Aviation,Aviation
"Air Transportation, Other",49.0199,49,Aeronautics and Aviation,Aviation
"Vehicle and Equipment Operators, General",49.0201,49,Aeronautics and Aviation,Aviation
Construction/Heavy Equipment/Earthmoving Equipment Operation,49.0202,49,Aeronautics and Aviation,Aviation
Material Handling,49.0203,49,Aeronautics and Aviation,Aviation
Mining Equipment Operation,49.0204,49,Aeronautics and Aviation,Aviation
Truck and Bus Driver/Commercial Vehicle Operator and Instructor,49.0205,49,Aeronautics and Aviation,Aviation
Mobil Crane Operation/Operator,49.0206,49,Aeronautics and Aviation,Aviation
Flagging and Traffic Control,49.0207,49,Aeronautics and Aviation,Aviation
Railroad and Railway Transportation,49.0208,49,Aeronautics and Aviation,Aviation
"Ground Transportation, Other",49.0299,49,Aeronautics and Aviation,Aviation
"Water Transportation, General",49.0301,49,Aeronautics and Aviation,Aviation
Barge and Boat Operations,49.0302,49,Aeronautics and Aviation,Aviation
Fishing Technology/Commercial Fishing,49.0303,49,Aeronautics and Aviation,Aviation
"Diver, Professional and Instructor",49.0304,49,Aeronautics and Aviation,Aviation
Marina Operations,49.0305,49,Aeronautics and Aviation,Aviation
Marine Main. and Ship Repairer,49.0306,49,Aeronautics and Aviation,Aviation
Sailors and Deckhands,49.0308,49,Aeronautics and Aviation,Aviation
Marine Science/Merchant Marine Officer,49.0309,49,Aeronautics and Aviation,Aviation
"Marine Transportation, Other",49.0399,49,Aeronautics and Aviation,Aviation
"Transportation and Materials Moving, Other",49.9999,49,Aeronautics and Aviation,Aviation
"Visual and Performing Arts, General",50.0101,50,Visual and Performing Arts,Arts
Digital Arts,50.0102,50,Visual and Performing Arts,Arts
"Crafts/Craft Design, Folk Art and Artisanry",50.0201,50,Visual and Performing Arts,Arts
Ceramics,50.0202,50,Visual and Performing Arts,Arts
Fiber/Textiles/Weaving,50.0204,50,Visual and Performing Arts,Arts
Glass,50.0205,50,Visual and Performing Arts,Arts
Metal/Jewelry,50.0206,50,Visual and Performing Arts,Arts
"Crafts, Other",50.0299,50,Visual and Performing Arts,Arts
"Dance, General",50.0301,50,Visual and Performing Arts,Arts
Ballet,50.0302,50,Visual and Performing Arts,Arts
"Dance, Other",50.0399,50,Visual and Performing Arts,Arts
"Design and Visual Communications, General",50.0401,50,Visual and Performing Arts,Arts
Commercial and Advertising Art,50.0402,50,Visual and Performing Arts,Arts
Illustration Design,50.0403,50,Visual and Performing Arts,Arts
Industrial and Product Design,50.0404,50,Visual and Performing Arts,Arts
Theater Design,50.0405,50,Visual and Performing Arts,Arts
Fashion/Apparel Design,50.0407,50,Visual and Performing Arts,Arts
Interior Design,50.0408,50,Visual and Performing Arts,Arts
Graphic Design,50.0409,50,Visual and Performing Arts,Arts
Illustration,50.041,50,Visual and Performing Arts,Arts
Game and Interactive Media Design,50.0411,50,Visual and Performing Arts,Arts
"Design and Applied Arts, Other",50.0499,50,Visual and Performing Arts,Arts
"Drama and Dramatics/Theatre Arts, General",50.0501,50,Visual and Performing Arts,Arts
Technical Theatre/Theatre Design and Technology,50.0502,50,Visual and Performing Arts,Arts
Acting and Directing,50.0503,50,Visual and Performing Arts,Arts
Playwriting and Screenwriting,50.0504,50,Visual and Performing Arts,Arts
"Theatre Literature, History and Criticism",50.0505,50,Visual and Performing Arts,Arts
Acting,50.0506,50,Visual and Performing Arts,Arts
Directing and Theatrical Production,50.0507,50,Visual and Performing Arts,Arts
Theatre/Theatre Arts Management,50.0508,50,Visual and Performing Arts,Arts
Musical Theatre,50.0509,50,Visual and Performing Arts,Arts
Costume Design,50.051,50,Visual and Performing Arts,Arts
"Dramatic/Theatre Arts and Stagecraft, Other",50.0599,50,Visual and Performing Arts,Arts
Film/Cinema/Video Studies,50.0601,50,Visual and Performing Arts,Arts
Cinematography and Film/Video Production,50.0602,50,Visual and Performing Arts,Arts
Film Animation,50.0603,50,Visual and Performing Arts,Arts
Photography,50.0605,50,Visual and Performing Arts,Arts
Video,50.0606,50,Visual and Performing Arts,Arts
Documentary Production,50.0607,50,Visual and Performing Arts,Arts
"Film/Video and Photographic Arts, Other",50.0699,50,Visual and Performing Arts,Arts
"Art/Art Studies, General",50.0701,50,Visual and Performing Arts,Arts
"Fine/Studio Arts, General",50.0702,50,Visual and Performing Arts,Arts
"Art History, Criticism and Conservation",50.0703,50,Visual and Performing Arts,Arts
Arts Management,50.0704,50,Visual and Performing Arts,Arts
Drawing,50.0705,50,Visual and Performing Arts,Arts
Intermedia/Multimedia,50.0706,50,Visual and Performing Arts,Arts
Painting,50.0708,50,Visual and Performing Arts,Arts
Sculpture,50.0709,50,Visual and Performing Arts,Arts
Printmaking,50.071,50,Visual and Performing Arts,Arts
Ceramic Arts and Ceramics,50.0711,50,Visual and Performing Arts,Arts
"Fiber, Textile and Weaving Arts",50.0712,50,Visual and Performing Arts,Arts
Metal and Jewelry Arts,50.0713,50,Visual and Performing Arts,Arts
"Fine Arts and Art Studies, Other",50.0799,50,Visual and Performing Arts,Arts
"Music, General",50.0901,50,Visual and Performing Arts,Arts
"Music History, Literature, and Theory",50.0902,50,Visual and Performing Arts,Arts
"Music Performance, General",50.0903,50,Visual and Performing Arts,Arts
Music Theory and Composition,50.0904,50,Visual and Performing Arts,Arts
Musicology and Ethnomusicology,50.0905,50,Visual and Performing Arts,Arts
Conducting,50.0906,50,Visual and Performing Arts,Arts
Keyboard Instruments,50.0907,50,Visual and Performing Arts,Arts
Voice and Opera,50.0908,50,Visual and Performing Arts,Arts
Music Business Management and Merchandis,50.0909,50,Visual and Performing Arts,Arts
Jazz/Jazz Studies,50.091,50,Visual and Performing Arts,Arts
Stringed Instruments,50.0911,50,Visual and Performing Arts,Arts
Music Pedagogy,50.0912,50,Visual and Performing Arts,Arts
Music Technology,50.0913,50,Visual and Performing Arts,Arts
Brass Instruments,50.0914,50,Visual and Performing Arts,Arts
Woodwind Instruments,50.0915,50,Visual and Performing Arts,Arts
Percussion Instruments,50.0916,50,Visual and Performing Arts,Arts
"Music, Other",50.0999,50,Visual and Performing Arts,Arts
"Arts, Entertainment,and Media Management, General",50.1001,50,Visual and Performing Arts,Arts
Fine and Studio Arts Management,50.1002,50,Visual and Performing Arts,Arts
Music Management,50.1003,50,Visual and Performing Arts,Arts
"Arts, Entertainment, and Media Management, Other",50.1099,50,Visual and Performing Arts,Arts
"Visual and Performing Arts, Other",50.9999,50,Visual and Performing Arts,Arts
"Health Services/Allied Health/Health Sciences, General",51,51,Health Services and Health Sciences,Healthcare
"Health and Wellness, General",51.0001,51,Health Services and Health Sciences,Healthcare
"Communication Sciences and Disorders, General",51.0201,51,Health Services and Health Sciences,Healthcare
Audiology/Audiologist,51.0202,51,Health Services and Health Sciences,Healthcare
Speech-Language Pathology/Pathologist,51.0203,51,Health Services and Health Sciences,Healthcare
Audiology/Audiologist and Speech-Language Pathology/Pathologist,51.0204,51,Health Services and Health Sciences,Healthcare
Sign Language Interpreter,51.0205,51,Health Services and Health Sciences,Healthcare
"Communication Disorders Sciences and Services, Other",51.0299,51,Health Services and Health Sciences,Healthcare
Community Health Liaison,51.0301,51,Health Services and Health Sciences,Healthcare
Dentistry,51.0401,51,Health Services and Health Sciences,Healthcare
"Dental Clinical Sciences, General",51.0501,51,Health Services and Health Sciences,Healthcare
Advanced General Dentistry,51.0502,51,Health Services and Health Sciences,Healthcare
Oral Biology and Oral and Maxillofacial Pathology,51.0503,51,Health Services and Health Sciences,Healthcare
Dental Public Health and Education,51.0504,51,Health Services and Health Sciences,Healthcare
Dental Materials,51.0505,51,Health Services and Health Sciences,Healthcare
Endodontics/Endodontology,51.0506,51,Health Services and Health Sciences,Healthcare
Oral/Maxillofacial Surgery,51.0507,51,Health Services and Health Sciences,Healthcare
Orthodontics/Orthodontology,51.0508,51,Health Services and Health Sciences,Healthcare
Pediatric Dentistry/Pedodontics,51.0509,51,Health Services and Health Sciences,Healthcare
Periodontics/Periodontology,51.051,51,Health Services and Health Sciences,Healthcare
Prosthodontics/Prosthodontology,51.0511,51,Health Services and Health Sciences,Healthcare
"Advanced/Graduate Dentistry and Oral Sciences, Other",51.0599,51,Health Services and Health Sciences,Healthcare
Dental Assisting/Assistant,51.0601,51,Health Services and Health Sciences,Healthcare
Dental Hygiene/Hygienist,51.0602,51,Health Services and Health Sciences,Healthcare
Dental Laboratory Technology/Technician,51.0603,51,Health Services and Health Sciences,Healthcare
"Dental Services and Allied Professions, Other",51.0699,51,Health Services and Health Sciences,Healthcare
Health/Health Care Administration/Management,51.0701,51,Health Services and Health Sciences,Healthcare
Hospital and Health Care Facilities Administration/Management,51.0702,51,Health Services and Health Sciences,Healthcare
Health Unit Coordinator/Ward Clerk,51.0703,51,Health Services and Health Sciences,Healthcare
Health Unit Manager/Ward Supervisor,51.0704,51,Health Services and Health Sciences,Healthcare
Medical Office Management/Administration,51.0705,51,Health Services and Health Sciences,Healthcare
Health Information/Medical Records Administration/Administrator,51.0706,51,Health Services and Health Sciences,Healthcare
Health Information/Medical Records Technology/Technician,51.0707,51,Health Services and Health Sciences,Healthcare
Medical Transcription/Transcriptionist,51.0708,51,Health Services and Health Sciences,Healthcare
Medical Office Computer Specialist/Assistant,51.0709,51,Health Services and Health Sciences,Healthcare
Medical Office Assistant/Specialist,51.071,51,Health Services and Health Sciences,Healthcare
Medical/Health Management and Clinical Assistant/Specialist,51.0711,51,Health Services and Health Sciences,Healthcare
Medical Reception/Receptionist,51.0712,51,Health Services and Health Sciences,Healthcare
Medical Insurance Coding Specialist/Coder,51.0713,51,Health Services and Health Sciences,Healthcare
Medical Insurance Specialist/Medical Biller,51.0714,51,Health Services and Health Sciences,Healthcare
Health/Medical Claims Examiner,51.0715,51,Health Services and Health Sciences,Healthcare
Medical Administrative/Executive Assistant and Medical Secretary,51.0716,51,Health Services and Health Sciences,Healthcare
Medical Staff Services Technology/Technician,51.0717,51,Health Services and Health Sciences,Healthcare
Long Term Care Administration/Management,51.0718,51,Health Services and Health Sciences,Healthcare
Clinical Research Coordinator,51.0719,51,Health Services and Health Sciences,Healthcare
"Health and Medical Administrative Services, Other",51.0799,51,Health Services and Health Sciences,Healthcare
Medical/Clinical Assistant,51.0801,51,Health Services and Health Sciences,Healthcare
Clinical/Medical Laboratory Assistant,51.0802,51,Health Services and Health Sciences,Healthcare
Occupational Therapist Assistant,51.0803,51,Health Services and Health Sciences,Healthcare
Ophthalmic Medical Assistant,51.0804,51,Health Services and Health Sciences,Healthcare
Pharmacy Technician/Assistant,51.0805,51,Health Services and Health Sciences,Healthcare
Physical Therapy Technician/Assistant,51.0806,51,Health Services and Health Sciences,Healthcare
Physician Assistant,51.0807,51,Health Services and Health Sciences,Healthcare
Veterinary/Animal Health Technology/Technician and Veterinary Assistant,51.0808,51,Health Services and Health Sciences,Healthcare
Anesthesiologist Assistant,51.0809,51,Health Services and Health Sciences,Healthcare
Emergency Care Attendant (EMT Ambulance),51.081,51,Health Services and Health Sciences,Healthcare
Pathology/Pathologist Assistant,51.0811,51,Health Services and Health Sciences,Healthcare
Respiratory Therapy Technician/Assistant,51.0812,51,Health Services and Health Sciences,Healthcare
Chiropractic Assistant/Technician,51.0813,51,Health Services and Health Sciences,Healthcare
Radiologist Assistant,51.0814,51,Health Services and Health Sciences,Healthcare
Lactation Consultant,51.0815,51,Health Services and Health Sciences,Healthcare
Speech-Language Pathology Assistant,51.0816,51,Health Services and Health Sciences,Healthcare
"Allied Health and Medical Assisting Services, Other",51.0899,51,Health Services and Health Sciences,Healthcare
Cardiovascular Technology/Technologist,51.0901,51,Health Services and Health Sciences,Healthcare
Electrocardiograph Technology/Technician,51.0902,51,Health Services and Health Sciences,Healthcare
Electroneurodiagnostic/Electroencephalographic Technology/Technologist,51.0903,51,Health Services and Health Sciences,Healthcare
Emergency Medical Technology/Technician (EMT Paramedic),51.0904,51,Health Services and Health Sciences,Healthcare
Nuclear Medical Technology/Technologist,51.0905,51,Health Services and Health Sciences,Healthcare
Perfusion Technology/Perfusionist,51.0906,51,Health Services and Health Sciences,Healthcare
Medical Radiologic Technology/Science - Radiation Therapist,51.0907,51,Health Services and Health Sciences,Healthcare
Respiratory Care Therapy/Therapist,51.0908,51,Health Services and Health Sciences,Healthcare
Surgical Technology/Technologist,51.0909,51,Health Services and Health Sciences,Healthcare
Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,51.091,51,Health Services and Health Sciences,Healthcare
Radiologic Technology/Science - Radiographer,51.0911,51,Health Services and Health Sciences,Healthcare
Athletic Training/Trainer,51.0913,51,Health Services and Health Sciences,Healthcare
Gene/Genetic Therapy,51.0914,51,Health Services and Health Sciences,Healthcare
Cardiopulmonary Technology/Technologist,51.0915,51,Health Services and Health Sciences,Healthcare
Radiation Protection/Health Physics Technician,51.0916,51,Health Services and Health Sciences,Healthcare
Polysomnography,51.0917,51,Health Services and Health Sciences,Healthcare
Hearing Instrument Specialist,51.0918,51,Health Services and Health Sciences,Healthcare
Mammography Technician/Technology,51.0919,51,Health Services and Health Sciences,Healthcare
Magnetic Resonance Imaging (MRI) Technology/Technician,51.092,51,Health Services and Health Sciences,Healthcare
"Allied Health Diagnostic, Intervention, and Treatment Professions, Other",51.0999,51,Health Services and Health Sciences,Healthcare
Blood Bank Technology Specialist,51.1001,51,Health Services and Health Sciences,Healthcare
Cytotechnology/Cytotechnologist,51.1002,51,Health Services and Health Sciences,Healthcare
Hematology Technology/Technician,51.1003,51,Health Services and Health Sciences,Healthcare
Clinical/Medical Laboratory Technician,51.1004,51,Health Services and Health Sciences,Healthcare
Clinical Laboratory Science/Medical Technology/Technologist,51.1005,51,Health Services and Health Sciences,Healthcare
Ophthalmic Laboratory Technology/Technician,51.1006,51,Health Services and Health Sciences,Healthcare
Histologic Technology/Histotechnologist,51.1007,51,Health Services and Health Sciences,Healthcare
Histologic Technician,51.1008,51,Health Services and Health Sciences,Healthcare
Phlebotomy Technician/Phlebotomist,51.1009,51,Health Services and Health Sciences,Healthcare
Cytogenetics/Genetics/Clinical Genetics Technology/Technologist,51.101,51,Health Services and Health Sciences,Healthcare
Renal/Dialysis Technologist/Technician,51.1011,51,Health Services and Health Sciences,Healthcare
Sterile Processing Technology/Technician,51.1012,51,Health Services and Health Sciences,Healthcare
"Clinical/Medical Laboratory Science and Allied Professions, Other",51.1099,51,Health Services and Health Sciences,Healthcare
Pre-Dentistry Studies,51.1101,51,Health Services and Health Sciences,Healthcare
Pre-Medicine/Pre-Medical Studies,51.1102,51,Health Services and Health Sciences,Healthcare
Pre-Pharmacy Studies,51.1103,51,Health Services and Health Sciences,Healthcare
Pre-Veterinary Studies,51.1104,51,Health Services and Health Sciences,Healthcare
Pre-Nursing Studies,51.1105,51,Health Services and Health Sciences,Healthcare
Pre-Chiropractic Studies,51.1106,51,Health Services and Health Sciences,Healthcare
Pre-Occupational Therapy Studies,51.1107,51,Health Services and Health Sciences,Healthcare
Pre-Optometry Studies,51.1108,51,Health Services and Health Sciences,Healthcare
Pre-Physical Therapy Studies,51.1109,51,Health Services and Health Sciences,Healthcare
"Health/Medical Preparatory Programs, Other",51.1199,51,Health Services and Health Sciences,Healthcare
Medicine,51.1201,51,Health Services and Health Sciences,Healthcare
Medical Anatomy,51.1301,51,Health Services and Health Sciences,Healthcare
Medical Biochemistry,51.1302,51,Health Services and Health Sciences,Healthcare
